iso3,variable,years,n_obs,from_workbook,source_name,source_url,retrieval,local_file,note,outcome,superseded_source_name,superseded_source_url
ITA,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ITA,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ITA,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=IT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ITA,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=IT&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ITA,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ITA,irregular_stock,2014-2017,4,FILE2,"Pew Research Center (2019), Europe's Unauthorized Immigrant Population Peaks in 2016, Then Levels Off",https://www.pewresearch.org/global/2019/11/13/europes-unauthorized-immigrant-population-peaks-in-2016-then-levels-off/,ARCHIVED,irregular_stock__dccd321871__www.pewresearch.org.html,,DOWNLOADED,,
ITA,irregular_stock,2015-2016,2,FILE2,"Fondazione ISMU, XXII Rapporto sulle migrazioni 2016",https://www.antoniocasella.eu/nume/Ismu_1dic2016.pdf,ARCHIVED,irregular_stock__a0f7dc3c81__www.antoniocasella.eu.pdf,,DOWNLOADED,,
ITA,irregular_stock,2017-2017,1,FILE2,"Fondazione ISMU estimate, reported in Neodemos",https://www.neodemos.info/2018/07/27/irregolari-sanatorie-e-rimpatri/,ARCHIVED,irregular_stock__eeb1002910__www.neodemos.info.html,,DOWNLOADED,,
ITA,irregular_stock,2018-2018,1,FILE2,"Fondazione ISMU, XXIV Rapporto sulle migrazioni 2018",https://www.vita.it/rapporto-ismu-calano-gli-sbarcati-ma-sale-la-quota-degli-irregolari/,ARCHIVED,irregular_stock__77693a7efa__www.vita.it.html,,DOWNLOADED,,
ITA,irregular_stock,2019-2019,1,FILE2,"Fondazione ISMU, Stima della presenza straniera in Italia per status giuridico-amministrativo, 1991-2021 (aggiornamento maggio 2022)",https://test.ismu.org/wp-content/uploads/2022/11/Stime-irregolari-ISMU_1991_2021_agg_maggio-2022.xls,ARCHIVED,irregular_stock__ISMU_Stime_irregolari_1991_2021_agg_maggio2022.xls,"Cited to ISMU's own machine-readable series, which reproduces every year exactly. The press release originally cited serves a 403 bot wall to a browser; retrieved by direct request on 2026-08-18 it states the same figure, and is archived here too.",SUBSTITUTED,"Fondazione ISMU, XXV Rapporto sulle migrazioni 2019",https://www.ismu.org/comunicato-stampa-xxv-rapporto-ismu/
ITA,irregular_stock,2020-2020,1,FILE2,"Fondazione ISMU, Stima della presenza straniera in Italia per status giuridico-amministrativo, 1991-2021 (aggiornamento maggio 2022)",https://test.ismu.org/wp-content/uploads/2022/11/Stime-irregolari-ISMU_1991_2021_agg_maggio-2022.xls,ARCHIVED,irregular_stock__ISMU_Stime_irregolari_1991_2021_agg_maggio2022.xls,"The originally cited host is unreachable. ISMU's own published series gives 2020 = 517,000.",SUBSTITUTED,"Fondazione ISMU, XXVI Rapporto sulle migrazioni 2020",https://www.cinformi.it/Comunicazione/Notizie/I-dati-del-Rapporto-ISMU-sulle-migrazioni-2020
ITA,irregular_stock,2021-2021,1,FILE2,"Fondazione ISMU, Stima della presenza straniera in Italia per status giuridico-amministrativo, 1991-2021 (aggiornamento maggio 2022)",https://test.ismu.org/wp-content/uploads/2022/11/Stime-irregolari-ISMU_1991_2021_agg_maggio-2022.xls,ARCHIVED,irregular_stock__ISMU_Stime_irregolari_1991_2021_agg_maggio2022.xls,"Cited to ISMU's own machine-readable series, which reproduces every year exactly. The press release originally cited serves a 403 bot wall to a browser; retrieved by direct request on 2026-08-18 it states the same figure, and is archived here too.",SUBSTITUTED,"Fondazione ISMU, XXVII Rapporto sulle migrazioni 2021",https://www.ismu.org/xxvii-rapporto-sulle-migrazioni-2021-comunicato-stampa-11-2-2022/
ITA,irregular_stock,2022-2022,1,FILE2,"Fondazione Cariplo, XXVIII Rapporto ISMU sulle migrazioni 2022",https://www.fondazionecariplo.it/xxviii-rapporto-ismu-sulle-migrazioni-2022/,ARCHIVED,irregular_stock__Cariplo_XXVIII_Rapporto_ISMU_2022_CORROBORATION.html,"Cited to ISMU's own machine-readable series, which reproduces every year exactly. The press release originally cited serves a 403 bot wall to a browser; retrieved by direct request on 2026-08-18 it states the same figure, and is archived here too.",SUBSTITUTED,"Fondazione ISMU, XXVII Rapporto sulle migrazioni 2021",https://www.ismu.org/xxvii-rapporto-sulle-migrazioni-2021-comunicato-stampa-11-2-2022/
ITA,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
ITA,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
JPN,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
JPN,foreign_nationals,2010-2022,13,FILE2,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/JPN.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
JPN,irregular,2010-2015,6,FILE1,"Japan Immigration Services Agency, Immigration Control in Recent Years (historical report)",https://www.moj.go.jp/isa/content/930003133.pdf,ARCHIVED,irregular__ccfa80d7df__www.moj.go.jp.pdf,,DOWNLOADED,,
JPN,irregular,2021-2022,2,FILE1,"Japan Immigration Services Agency, Immigration Control and Residency Management 2022",https://www.moj.go.jp/isa/content/001385114.pdf,ARCHIVED,irregular__cccd1ea084__www.moj.go.jp.pdf,,DOWNLOADED,,
JPN,irregular_proxy_overstayers,2011-2011,1,FILE2,"Global Detention Project, Japan Immigration Detention Profile (reproducing Ministry of Justice, 2011, p.34)",https://www.globaldetentionproject.org/countries/asia-pacific/japan,ARCHIVED,irregular_proxy_overstayers__d9d919a65a__www.globaldetentionproject.o.html,,DOWNLOADED,,
JPN,irregular_proxy_overstayers,2014-2014,1,FILE2,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001459199.pdf,ARCHIVED,irregular_proxy_overstayers__a54f439438__www.moj.go.jp.pdf,"A mirror of this figure originally cited at nisshinkyo.org now returns HTTP 404. It is not needed: 59,061 for 1 January 2014 is printed in the Immigration Services Agency document archived here.",SUPERSEDED_CITATION,"Ministry of Justice Immigration Bureau, Honpo ni okeru fuho zanryusha su ni tsuite (Heisei 26-nen 1-gatsu 1-nichi genzai), mirrored by Nisshinkyo",https://www.nisshinkyo.org/news/pdf/G-26-2.pdf
JPN,irregular_proxy_overstayers,2017-2019,3,FILE2,"Immigration Services Agency of Japan, Honpo ni okeru fuho zanryusha su ni tsuite (Reiwa 3-nen 1-gatsu 1-nichi genzai), Table 1 (Dai-1-hyo)",https://www.moj.go.jp/isa/content/001344148.pdf,ARCHIVED,irregular_proxy_overstayers__3c80fc7397__www.moj.go.jp.pdf,,DOWNLOADED,,
JPN,irregular_proxy_overstayers,2018-2022,5,FILE2,"出入国在留管理庁 本邦における不法残留者数について (Immigration Services Agency of Japan, Number of Overstayers in Japan)",https://www.moj.go.jp/isa/content/001344904.pdf,ARCHIVED,irregular_proxy_overstayers__079fcae015__www.moj.go.jp.pdf,,DOWNLOADED,,
JPN,irregular_proxy_overstayers,2020-2021,2,FILE2,"Immigration Services Agency of Japan, Overstayers as of 1 January (本邦における不法残留者数について)",https://www.moj.go.jp/isa/publications/press/13_00013.html,ARCHIVED,irregular_proxy_overstayers__b84a36a0c9__www.moj.go.jp.html,,DOWNLOADED,,
JPN,irregular_proxy_overstayers,2022-2022,1,FILE2,"Immigration Services Agency of Japan, Overstayers as of 1 January (本邦における不法残留者数について)",https://www.moj.go.jp/isa/publications/press/13_00003.html,ARCHIVED,irregular_proxy_overstayers__9ff4b8949e__www.moj.go.jp.html,,DOWNLOADED,,
JPN,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
JPN,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
KOR,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
KOR,foreign_born,2010-2020,3,FILE2,UN DESA International Migrant Stock (retrieved via World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/KOR/indicator/SM.POP.TOTL?format=json&date=2010:2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
KOR,foreign_nationals,2010-2022,13,FILE2,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/KOR.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
KOR,irregular,2021-2022,2,FILE1,"Korea Ministry of Justice, annual illegal-stay foreigner statistics",https://www.moj.go.kr/moj/2415/subview.do,ARCHIVED,irregular__MOJ_illegal_stay_table_2021_2025_SCREENSHOT.jpg,"The table is rendered by JavaScript. Captured in an interactive browser: 2021 = 125,022 + 262,251 + 1,427 = 388,700 and 2022 = 138,013 + 269,532 + 3,725 = 411,270, both matching the workbook exactly.",RECOVERED_SCREENSHOT,,
KOR,irregular_proxy_overstayers,2010-2015,6,RESOURCED,"법무부 출입국·외국인정책본부, 2015년도 출입국·외국인정책 통계연보, 표 6-1 연도별 불법체류자 현황 (Ministry of Justice, Korea Immigration Statistical Yearbook 2015, Table 6-1)",https://www.korea.kr/archive/expDocView.do?docId=38074,ARCHIVED,irregular_proxy_overstayers__MOJ_yearbook2015_ch6_pp74-75.pdf,The secondary source originally cited for these years is on a host that no longer responds. It is not relied upon: the values come from the Ministry of Justice yearbook archived here.,SUPERSEDED_CITATION,"Korean National Police University press, Cheryu oegugin beomjoe-e gwanhan gyeongchal-ui daeeung bangan (2015), Table 1, citing Ministry of Justice Korea Immigration Service statistical yearbook",https://press.police.ac.kr/pds/1476878914562.pdf
KOR,irregular_proxy_overstayers,2011-2025,15,RESOURCED,"법무부 연도별 불법체류외국인 현황 (Ministry of Justice, annual illegal-stay foreign residents), Korea open data portal",https://www.data.go.kr/data/15100011/fileData.do,ARCHIVED,irregular_proxy_overstayers__MOJ_annual_illegal_stay_2011-2025_datagokr.csv,Machine-readable official series used to cross-check.,DOWNLOADED,,
KOR,irregular_proxy_overstayers,2018-2022,4,FILE2,"Ministry of Justice of Korea, Immigration and Foreign Policy Statistics (불법체류외국인), reported via EKW",https://www.ekw.co.kr/news/articleView.html?idxno=11130,ARCHIVED,irregular_proxy_overstayers__f55526aebb__www.ekw.co.kr.html,,DOWNLOADED,,
KOR,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
KOR,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
LTU,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
LTU,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=LT&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
LTU,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=LT&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
LTU,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=LT&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
LTU,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
LTU,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
LTU,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
MEX,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
MEX,foreign_born,2010-2020,8,FILE2,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/MEX.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
MEX,foreign_nationals,2010-2022,12,FILE2,"OECD International Migration Database (stocks of foreign population, measure B15)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG@DF_MIG,1.0/MEX.W.A.B15._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
MEX,irregular_proxy_detections,2017-2022,6,FILE2,"Unidad de Politica Migratoria, Registro e Identidad de Personas (UPMRIP), SEGOB, Boletin de Estadisticas Migratorias, as compiled in IOM Mexico, Estadisticas migratorias 2023",https://mexico.iom.int/sites/g/files/tmzbdl1686/files/documents/2024-03/estadisticas-migratorias-2023.pdf,ARCHIVED,irregular_proxy_detections__UPMRIP_SEGOB_boletin_2023.pdf,Refused the first request; retrieved with a full browser header set.,RECOVERED,,
MEX,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
MEX,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NLD,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NLD,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=NL&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NLD,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=NL&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NLD,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=NL&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NLD,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NLD,irregular_stock,2017-2017,1,FILE2,"Van der Heijden, Cruyff, Van Gils (WODC), Schattingen onrechtmatig in Nederland verblijvende vreemdelingen 2017-2018",https://www.wodc.nl/actueel/nieuws/2020/12/16/nieuwe-schatting-voor-de-periode-medio-2017---medio-2018,ARCHIVED,irregular_stock__6dc83bd3ff__www.wodc.nl.html,,DOWNLOADED,,
NLD,irregular_stock,2018-2022,5,FILE2,"Van der Heijden, Cruyff, Lugtig, Engbersen, Van Gils (WODC/Utrecht University/Erasmus University Rotterdam), Schattingen onrechtmatig in Nederland verblijvende vreemdelingen medio 2018-2019 tot medio 2022-2023",https://www.wodc.nl/actueel/nieuws/2026/03/31/nieuwe-schattingen-beschikbaar-over-het-aantal-vreemdelingen-zonder-verblijfsvergunning,ARCHIVED,irregular_stock__7ab05f83a3__www.wodc.nl.html,,DOWNLOADED,,
NLD,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NLD,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NOR,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NOR,foreign_born,2010-2022,13,FILE2,Eurostat [migr_pop3ctb],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop3ctb?format=JSON&lang=EN&geo=NO&age=TOTAL&sex=T&unit=NR&c_birth=FOR&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NOR,foreign_nationals,2010-2022,13,FILE2,Eurostat [migr_pop1ctz],https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_pop1ctz?format=JSON&lang=EN&geo=NO&age=TOTAL&sex=T&unit=NR&citizen=FOR_STLS&sinceTimePeriod=2010&untilTimePeriod=2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NOR,irregular,2010-2022,13,FILE1,"Eurostat MIGR_EIPRE, Third-country nationals found to be illegally present – annual data (rounded)",https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/migr_eipre?freq=A&reason=TOTAL&apprehen=TOTAL&citizen=TOTAL&sex=T&age=TOTAL&unit=PER&geo=NO&lang=en,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NOR,irregular_proxy_detections,2010-2022,13,FILE2,"Eurostat, Third country nationals found to be illegally present (migr_eipre)",https://ec.europa.eu/eurostat/databrowser/view/migr_eipre/default/table,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NOR,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NOR,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NZL,foreign_born,2010-2020,3,FILE1,"UN DESA Population Division, International Migrant Stock 2024: Total destination, Table 1",https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/undesa_pd_2024_ims_stock_by_sex_and_destination.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NZL,foreign_born,2010-2020,3,FILE2,UN DESA International Migrant Stock (retrieved via World Bank indicator SM.POP.TOTL),https://api.worldbank.org/v2/country/NZL/indicator/SM.POP.TOTL?format=json&date=2010:2022,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NZL,foreign_born,2013-2018,2,FILE2,"OECD International Migration Database (stocks of foreign-born population, measure B14)","https://sdmx.oecd.org/public/rest/data/OECD.ELS.IMD,DSD_MIG_F@DF_MIG_POPF,1.0/NZL.W.A.B14._T._Z._Z.PS?startPeriod=2010&endPeriod=2022&format=jsondata&dimensionAtObservation=AllDimensions",VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NZL,irregular_proxy_overstayers,2010-2016,6,FILE2,"Immigration New Zealand (MBIE), 'OVERSTAYERS' factsheet, October 2018, released under the Official Information Act and published on FYI.org.nz",https://fyi.org.nz/request/29926/response/118942/attach/4/Appendix%20A%20Immigration%20New%20Zealand%20Overstayers%20Factsheet%202017.pdf,ARCHIVED,irregular_proxy_overstayers__c9a01f8746__fyi.org.nz.pdf,,DOWNLOADED,,
NZL,irregular_proxy_overstayers,2017-2017,1,FILE2,"Immigration New Zealand, New estimate of people who have overstayed their visa (5 September 2025)",https://immigration.govt.nz/assets/inz/documents/visa-paks/5-September-2025-New-estimate-of-people-who-have-overstayed-their-visa.pdf,ARCHIVED,irregular_proxy_overstayers__4f53adc2ee__immigration.govt.nz.pdf,,DOWNLOADED,,
NZL,population,2010-2022,13,FILE1,"UN DESA Population Division, World Population Prospects 2024 (compact demographic indicators)",https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/EXCEL_FILES/1_General/WPP2024_GEN_F01_DEMOGRAPHIC_INDICATORS_COMPACT.xlsx,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
NZL,population,2010-2022,13,FILE2,"World Bank, World Development Indicators (SP.POP.TOTL), sourced from UN World Population Prospects and national statistical offices",https://api.worldbank.org/v2/country/all/indicator/SP.POP.TOTL,VERIFIED_API,data_raw/,Re-queried live and compared value by value on 2026-08-17,VERIFIED_API,,
